id,stim,response,flexibility_1,flexibility_2
1159,Pencil,to write with,1,1
1159,Pencil,to point to things with,1,1
1159,Pencil,thing to throw,4,4
1159,Pencil,thing to erase marks with,1,1
1159,Pencil,thing to measure with,1,1
1104,Pencil,writing/drawing,4,4
1104,Pencil,twirling between fingers,4,4
1104,Pencil,straight edge,1,1
1104,Pencil,poking,2,2
1104,Pencil,tapping,4,4
1093,Pencil,writing,1,1
1093,Pencil,tapping,4,4
1093,Pencil,erasing,1,1
1093,Pencil,breaking,1,1
1093,Pencil,chewing,4,4
1093,Pencil,opening a letter,1,1
1141,Pencil,to write/draw,4,4
1141,Pencil,to poke holes,1,1
1141,Pencil,to keep a bun in place,3,3
1141,Pencil,to stab,2,2
1141,Pencil,to erase something,1,1
1141,Pencil,to use as a stick or building block,1,1
1141,Pencil,to twirl in fingers for entertainment,4,4
1176,Pencil,writing,1,1
1176,Pencil,stabbing a bug,2,2
1176,Pencil,making a decoration,3,3
1286,Pencil,writing,1,1
1286,Pencil,stabbing,2,2
1286,Pencil,structural foundation,1,1
1258,Pencil,write down answers,1,1
1258,Pencil,keep a place in a textbook,1,1
1258,Pencil,to put behind your ear,3,3
1258,Pencil,to chew the eraser,4,4
1221,Pencil,write,1,1
1221,Pencil,draw,4,4
1221,Pencil,throw at the ceiling,4,4
1221,Pencil,erase,1,1
1221,Pencil,chew on,4,4
1221,Pencil,break to let out aggression,2,2
1221,Pencil,weapon,2,2
1205,Pencil,door stop,1,1
1205,Pencil,straight edge,1,1
1205,Pencil,weapon,2,2
1205,Pencil,fire wood,1,1
1138,Pencil,writing,1,1
1138,Pencil,weapon,2,2
1138,Pencil,to build something,1,1
1186,Pencil,poke,1,1
1186,Pencil,write,1,1
1186,Pencil,firewood,1,1
1186,Pencil,pencil log cabins,4,4
1186,Pencil,bookmark,1,1
1186,Pencil,projectile,1,1
1186,Pencil,spinner,4,4
1147,Pencil,write,1,1
1147,Pencil,use as a compass,1,1
1147,Pencil,make a tower,4,4
1094,Pencil,to write things,1,1
1094,Pencil,to erase things,1,1
1094,Pencil,scrape grime out of tiny spaces that the point can get into,1,1
1162,Pencil,to write,1,1
1162,Pencil,to stab,2,2
1162,Pencil,to erase,1,1
1102,Pencil,writing,1,1
1102,Pencil,shading,4,4
1102,Pencil,drawing,4,4
1102,Pencil,chewing,4,4
1102,Pencil,breaking,1,1
1102,Pencil,projectile,1,1
1102,Pencil,erasing,1,1
1102,Pencil,drumsticks,4,4
1102,Pencil,fire,1,1
1174,Pencil,write,1,1
1174,Pencil,hit someone,2,2
1174,Pencil,reach something far away,1,1
1180,Pencil,write,1,1
1180,Pencil,draw,4,4
1180,Pencil,use to poke things,1,1
1180,Pencil,erase,1,1
1180,Pencil,store in a pencil case,1,1
1180,Pencil,use to part hair,1,1
1193,Pencil,writing,1,1
1193,Pencil,stabbing,2,2
1193,Pencil,erasing,1,1
1193,Pencil,poking,1,1
1193,Pencil,sketching,4,4
1193,Pencil,marking measurement,1,1
1209,Pencil,writing,1,1
1209,Pencil,throwing at the ceiling to see if they stick,4,4
1209,Pencil,drawing/sketching,4,4
1209,Pencil,erasing,1,1
1209,Pencil,drumming,4,4
1123,Pencil,drawing,4,4
1123,Pencil,making a list,1,1
1123,Pencil,math,1,1
1123,Pencil,sharpen,1,1
1123,Pencil,take notes,1,1
1123,Pencil,doodle,4,4
1123,Pencil,write a story,4,4
1228,Pencil,write,1,1
1228,Pencil,stab something,2,2
1228,Pencil,chisel,1,1
1228,Pencil,paperweight,3,3
1195,Pencil,to write,1,1
1195,Pencil,to draw,4,4
1195,Pencil,to stab someone,2,2
1195,Pencil,as a book marker,1,1
1195,Pencil,to clean the jack in your Phone,1,1
1192,Pencil,write,1,1
1192,Pencil,hold up hair,3,3
1192,Pencil,wedge out a stuck item,1,1
1192,Pencil,possible weapon,2,2
1087,Pencil,writing,1,1
1087,Pencil,weapon,2,2
1087,Pencil,scratching metal part of new gift card,1,1
1087,Pencil,poking a hole in a balloon,1,1
1087,Pencil,paper weight,3,3
1087,Pencil,can make art with it statue,4,4
1133,Pencil,write,1,1
1133,Pencil,drum stick,4,4
1133,Pencil,a magic wand,4,4
1133,Pencil,a unit of measurement,1,1
1133,Pencil,scratch something,1,1
1133,Pencil,stab something,2,2
1230,Pencil,write/draw,4,4
1230,Pencil,stir something,1,1
1230,Pencil,projectile,4,4
1230,Pencil,erase,1,1
1230,Pencil,measure a quantity,1,1
1129,Pencil,write,1,1
1163,Pencil,to write,1,1
1163,Pencil,to twirl,4,4
1163,Pencil,to poke,1,1
1163,Pencil,to bite,4,4
1194,Pencil,write with it,1,1
1194,Pencil,erase things,1,1
1194,Pencil,twirl it around for fun,4,4
1194,Pencil,break it in half,2,2
1194,Pencil,use the graphite for something else,1,1
1194,Pencil,balance it between your nose and lips,4,4
1194,Pencil,throw them at a dart board,4,4
1226,Pencil,to write with,1,1
1226,Pencil,to draw with,4,4
1226,Pencil,to poke someone with,2,2
1226,Pencil,to draw blood by stabbing,2,2
1121,Pencil,write with,1,1
1121,Pencil,perform optical illusion by wiggling it,4,4
1121,Pencil,build wooden structure,4,4
1118,Pencil,to write,1,1
1118,Pencil,to keep up your hair,3,3
1118,Pencil,as a weapon,2,2
1118,Pencil,as a symbol of intellect,5,5
1118,Pencil,as a dart,4,4
1118,Pencil,use i fire wood,1,1
1373,Pencil,writing,1,1
1373,Pencil,drumming,4,4
1373,Pencil,weapon,2,2
1373,Pencil,coloring,4,4
1373,Pencil,stirring,1,1
1533,Pencil,to write,1,1
1533,Pencil,to poke holes,1,1
1533,Pencil,to shade/draw,4,4
1488,Pencil,write words,1,1
1488,Pencil,erase words,1,1
1488,Pencil,make music tapping on desk like percussion,4,4
1488,Pencil,weapon,2,2
1488,Pencil,art piece,4,4
1460,Pencil,sketching,4,4
1460,Pencil,taking notes,1,1
1460,Pencil,weapon,2,2
1503,Pencil,write an essay,1,1
1503,Pencil,stab something,2,2
1503,Pencil,use as a wood dowel,1,1
1603,Pencil,weapon,2,2
1603,Pencil,writing utensil,1,1
1603,Pencil,eraser,1,1
1603,Pencil,clean your nails,1,1
1603,Pencil,poke something,1,1
1328,Pencil,to write with,1,1
1328,Pencil,to break in half,1,1
1328,Pencil,to make a fire,1,1
1328,Pencil,to use as a weapon,2,2
1328,Pencil,to erase something,1,1
1328,Pencil,to use to hold your hair back,3,3
1328,Pencil,to give as a gift,3,3
1472,Pencil,to write,1,1
1472,Pencil,to erase,1,1
1472,Pencil,to stab,2,2
1472,Pencil,to clean nails,1,1
1472,Pencil,to engrave,3,3
1472,Pencil,to break,1,1
1614,Pencil,writing/drawing,4,4
1614,Pencil,erasing,1,1
1614,Pencil,using the sharp end to pick things up,1,1
1614,Pencil,holding something up with it,1,1
1320,Pencil,writing,1,1
1320,Pencil,scratching an itch,1,1
1320,Pencil,hair clip,3,3
1320,Pencil,poke something,1,1
1463,Pencil,writing,1,1
1463,Pencil,chewing,4,4
1463,Pencil,erasing,1,1
1463,Pencil,burning,1,1
1463,Pencil,drawing,4,4
1463,Pencil,pointing,1,1
1463,Pencil,emphasizing,1,1
1463,Pencil,throwing,1,1
1463,Pencil,stabbing,2,2
1442,Pencil,write with,1,1
1442,Pencil,sharpen,1,1
1442,Pencil,break,1,1
1442,Pencil,poke holes with,1,1
1442,Pencil,tie up hair in a bun with,3,3
1442,Pencil,use to hold plants straight,3,3
1442,Pencil,erase with,1,1
1413,Pencil,write with,1,1
1413,Pencil,throw at something,2,2
1413,Pencil,scrape something,1,1
1507,Pencil,writing,1,1
1507,Pencil,stabbing someone,2,2
1507,Pencil,tying your hair up,3,3
1507,Pencil,science experiment,4,4
1563,Pencil,to write something down,1,1
1563,Pencil,to put in your hair,3,3
1563,Pencil,to play the drums,4,4
1622,Pencil,writing,1,1
1622,Pencil,music making,4,4
1622,Pencil,eating,1,1
1622,Pencil,making art,4,4
1622,Pencil,killing vampire,2,2
1622,Pencil,throwing,1,1
1622,Pencil,giving away,3,3
1547,Pencil,drawing,4,4
1547,Pencil,sketching,4,4
1547,Pencil,throwing,1,1
1547,Pencil,writing,1,1
1547,Pencil,erasing,1,1
1514,Pencil,writing,1,1
1514,Pencil,weapon,2,2
1514,Pencil,tool to curl hair,1,1
1514,Pencil,used for art,4,4
1514,Pencil,drumsticks,4,4
1514,Pencil,field goal for paper football,4,4
1528,Pencil,to write,1,1
1528,Pencil,to draw,4,4
1528,Pencil,to remove something stuck in a small area,1,1
1551,Pencil,to write with,1,1
1551,Pencil,to chew on,4,4
1551,Pencil,to measure with,1,1
1366,Pencil,writing,1,1
1366,Pencil,drawing pictures,4,4
1366,Pencil,stabbing,2,2
1511,Pencil,writing,1,1
1511,Pencil,picking your nose,1,1
1511,Pencil,poking a hole in something,1,1
1511,Pencil,erasing,1,1
1511,Pencil,throwing at someone,2,2
1511,Pencil,propping a book open,1,1
1599,Pencil,to write you name,1,1
1599,Pencil,to use on a test,1,1
1599,Pencil,to sharpen,1,1
1599,Pencil,to draw,4,4
1531,Pencil,to write,1,1
1531,Pencil,to poke someone with,2,2
1531,Pencil,sharpen,1,1
1531,Pencil,color,4,4
1531,Pencil,draw,4,4
1382,Pencil,write things,1,1
1382,Pencil,hair accessory,3,3
1382,Pencil,straight edge,1,1
1382,Pencil,fidget toy,4,4
1382,Pencil,eraser,1,1
1382,Pencil,compass,1,1
1382,Pencil,spinner,1,1
1382,Pencil,try to balance on finger,4,4
1382,Pencil,knitting needle,4,4
1417,Pencil,write,1,1
1417,Pencil,measure,1,1
1417,Pencil,weapon,2,2
1417,Pencil,chew on,4,4
1417,Pencil,draw,4,4
1453,Pencil,to write,1,1
1453,Pencil,a lock pick,1,1
1453,Pencil,a weapon,2,2
1453,Pencil,to erase,1,1
1453,Pencil,to pick things up,1,1
1440,Pencil,writing,1,1
1440,Pencil,drawing,4,4
1440,Pencil,weighing things down,1,1
1440,Pencil,erasing,1,1
1440,Pencil,doing homework,1,1
1440,Pencil,school,1,1
1506,Pencil,write stuff down,1,1
1506,Pencil,wand,4,4
1497,Pencil,writing/drawing,4,4
1497,Pencil,poking something,1,1
1497,Pencil,use as a sharp projectile,2,2
1458,Pencil,write,1,1
1458,Pencil,stab someone,2,2
1330,Pencil,writing,1,1
1330,Pencil,holding hair in a bun,3,3
1330,Pencil,weapon,2,2
1330,Pencil,stacking to create a mini building,4,4
1330,Pencil,something to point with,1,1
1513,Pencil,used to write,1,1
1513,Pencil,sharp when snapped,2,2
1513,Pencil,sketch objects,4,4
1513,Pencil,creates different tones,4,4
1513,Pencil,used for school projects,1,1
1513,Pencil,can be used to get graphite,1,1
1513,Pencil,erase ,1,1
1559,Pencil,draw/write,4,4
1559,Pencil,curl hair,1,1
1559,Pencil,measure something,1,1
1559,Pencil,stress reliever to chew on,4,4
1559,Pencil,use it to wrap something around make a hole in something,1,1
1559,Pencil,poke someone,2,2
1559,Pencil,use as a pointer,1,1
1559,Pencil,spin around,4,4
1425,Pencil,write with,1,1
1425,Pencil,drumstick,4,4
1449,Pencil,write,1,1
1449,Pencil,scratch an itch on your back,1,1
1449,Pencil,weapon,2,2
1449,Pencil,unclog something,1,1
1347,Pencil,To write with,1,1
1347,Pencil,to make a hole in the wall,1,1
1347,Pencil,to fiddle with,4,4
1347,Pencil,to spin around on a table,4,4
1347,Pencil,to use as an eraser,1,1
1347,Pencil,to use as a stand to hold something else up,1,1
1347,Pencil,to color something in,4,4
1347,Pencil,to use as a comparison for other grey tones,1,1
1518,Pencil,write,1,1
1518,Pencil,make a hole in something,1,1
1518,Pencil,flick,4,4
1518,Pencil,hold something up,1,1
1610,Pencil,write with it,1,1
1610,Pencil,stab someone,2,2
1610,Pencil,shade in a graph,1,1
1610,Pencil,punch a hole through something,1,1
1610,Pencil,erase something,1,1
1610,Pencil,hold something open by wedging it in,1,1
1407,Pencil,used as an accessory,3,3
1407,Pencil,used as a weapon,2,2
1450,Pencil,write,1,1
1598,Pencil,writing,1,1
1598,Pencil,drumming,4,4
1543,Pencil,write stuff,1,1
1543,Pencil,stab someone,2,2
1543,Pencil,paper weight,3,3
1543,Pencil,use as tinder,1,1
1543,Pencil,poke holes in things,1,1
1543,Pencil,dig through dirt,1,1
1543,Pencil,erase things,1,1
1543,Pencil,use as utensil,1,1
1543,Pencil,use as small rolling pin,1,1
1402,Pencil,Writing,1,1
1402,Pencil,making a hole in something,1,1
1461,Pencil,writing,1,1
1461,Pencil,erasing,1,1
1461,Pencil,used to poke things,1,1
1461,Pencil,stabbing,2,2
1461,Pencil,used as a dog toy,4,4
1352,Pencil,write,1,1
1352,Pencil,use to hold your hair in a bun,3,3
1526,Pencil,To write,1,1
1526,Pencil,to spin,4,4
1526,Pencil,to color/shade,4,4
1526,Pencil,to erase,1,1
1526,Pencil,to throw,1,1
1526,Pencil,to poke holes,1,1
1526,Pencil,use as a fake mustache,4,4
1362,Pencil,write,1,1
1362,Pencil,stab,2,2
1362,Pencil,take notes,1,1
1466,Pencil,write,1,1
1466,Pencil,erase,1,1
1466,Pencil,draw a picture,4,4
1587,Pencil,write,1,1
1587,Pencil,stab,2,2
1587,Pencil,open a box,1,1
1587,Pencil,throw it like a dart,4,4
1587,Pencil,erase,1,1
1587,Pencil,make a little  flag,3,3
1367,Pencil,use to draw,4,4
1367,Pencil,as weapon,2,2
1367,Pencil,use to pry something,1,1
1621,Pencil,tap with it,1,1
1621,Pencil,draw with it,4,4
1621,Pencil,poke a hole in a water bottle,1,1
1334,Pencil,write with them,1,1
1334,Pencil,break them,1,1
1334,Pencil,bite them,4,4
1334,Pencil,erase,1,1
1500,Pencil,write,1,1
1500,Pencil,draw,4,4
1500,Pencil,used to pin up your hair,3,3
1500,Pencil,poke a balloon,1,1
1500,Pencil,open up wrapping,1,1
1527,Pencil,writing,1,1
1527,Pencil,poking people,2,2
1527,Pencil,scratching something off,1,1
1527,Pencil,breaking tape,1,1
1372,Pencil,open a package,1,1
1372,Pencil,curl ribbons,3,3
1372,Pencil,magic tricks,4,4
1372,Pencil,hold your hair up,3,3
1372,Pencil,drum,4,4
1525,Pencil,write things,1,1
1525,Pencil,poke holes in things,1,1
1525,Pencil,use the eraser,1,1
1464,Pencil,Writing,1,1
1464,Pencil,drawing,4,4
1464,Pencil,tucked behind the ear,3,3
1464,Pencil,erasing,1,1
1464,Pencil,poking a hole,1,1
1464,Pencil,opening a letter,1,1
